,id,carat,cut,color,clarity,depth,price
18025,18025,0.9,4,6,1,60.8,8.335
18026,18026,0.37,3,5,2,60.6,6.725
18027,18027,0.3,4,5,3,61.7,6.489
18028,18028,0.63,4,2,3,62.1,7.403
18029,18029,1.02,2,4,2,62.2,8.561
18030,18030,0.59,2,5,5,59.8,7.703
18031,18031,1.27,3,4,5,61.3,9.376
18032,18032,1.32,1,1,4,59.2,8.874
18033,18033,0.7,2,4,3,61.4,7.783
18034,18034,0.33,4,2,2,61.0,6.236
18035,18035,1.07,3,4,1,60.3,8.455
18036,18036,0.7,4,4,4,61.6,8.006
18037,18037,1.5,2,5,2,59.3,9.299
18038,18038,0.32,4,5,5,60.9,6.73
18039,18039,0.58,4,3,4,61.5,7.555
18040,18040,0.51,1,2,4,63.7,7.271
18041,18041,1.52,3,6,2,59.5,9.459
18042,18042,1.69,4,4,2,63.0,9.538
18043,18043,0.9,2,2,1,59.5,8.058
18044,18044,1.26,4,4,6,61.1,9.632
18046,18046,1.11,4,2,1,62.0,8.447
18047,18047,0.41,4,1,4,61.8,6.624
18048,18048,0.54,4,2,4,61.5,7.231
18049,18049,0.93,4,6,1,62.5,8.292
18050,18050,0.74,3,2,3,60.2,7.836
18051,18051,0.9,2,3,2,62.4,8.371
18052,18052,0.72,3,6,2,62.6,8.022
18053,18053,0.3,4,4,6,61.8,6.753
18054,18054,0.41,4,6,2,60.7,6.648
18055,18055,0.33,4,5,4,62.3,6.648
18057,18057,0.71,2,6,5,61.7,8.298
18058,18058,0.71,4,1,5,61.6,7.671
18059,18059,0.3,3,4,3,61.1,6.654
18060,18060,1.01,2,6,2,59.8,8.593
18061,18061,0.92,3,5,3,61.2,8.434
18062,18062,0.55,3,4,2,62.1,7.121
18063,18063,0.7,2,6,4,61.5,8.083
18064,18064,0.32,3,1,7,60.3,6.512
18065,18065,0.3,2,5,3,62.7,6.402
18066,18066,1.2,1,0,3,63.7,8.404
18067,18067,1.0,4,5,1,61.8,8.464
18068,18068,1.51,3,1,4,61.1,9.25
18069,18069,1.52,4,1,2,61.9,9.119
18070,18070,1.09,3,6,1,61.9,8.284
18071,18071,0.41,1,4,3,59.7,6.619
18072,18072,0.53,2,5,3,60.1,7.524
18073,18073,0.41,3,6,3,62.4,6.981
18074,18074,0.9,2,5,1,59.5,8.052
18075,18075,0.51,4,4,4,61.9,7.515
18076,18076,1.06,4,4,3,62.1,8.9
18077,18077,0.31,1,2,4,64.0,6.548
18078,18078,0.32,4,3,6,62.2,6.702
18079,18079,1.12,3,4,4,61.2,8.975
18080,18080,1.01,4,6,2,61.4,8.668
18081,18081,0.7,2,4,1,59.6,7.62
18082,18082,0.3,4,3,5,62.7,6.778
18083,18083,1.01,1,3,4,63.2,8.779
18084,18084,0.51,2,5,2,60.8,7.217
18085,18085,1.22,4,1,1,61.8,8.436
18086,18086,0.53,1,0,3,63.8,6.93
18087,18087,0.41,3,4,5,60.4,7.017
18088,18088,1.75,4,3,3,62.1,9.729
18089,18089,0.73,4,2,2,61.5,7.865
18091,18091,1.39,4,0,3,60.3,8.759
18092,18092,1.0,4,4,2,62.0,8.556
18093,18093,0.55,4,1,4,62.5,7.168
18094,18094,0.51,2,4,1,62.7,6.975
18095,18095,0.43,2,5,1,62.7,6.574
18096,18096,1.08,4,0,3,62.3,8.317
18097,18097,0.42,3,2,4,61.2,6.991
18098,18098,1.5,1,0,1,63.7,8.538
18099,18099,0.6,3,4,4,59.4,7.669
18100,18100,0.72,4,2,6,61.8,8.218
18101,18101,0.72,4,1,4,61.4,7.858
18102,18102,0.34,3,4,3,62.6,6.78
18103,18103,1.02,3,4,2,62.9,8.61
18104,18104,0.73,4,5,1,60.4,7.797
18105,18105,1.51,4,4,2,62.6,9.413
18106,18106,0.31,3,6,7,60.2,7.062
18107,18107,0.3,3,3,5,61.9,6.778
18108,18108,0.7,2,5,4,63.4,8.038
18109,18109,0.57,2,4,5,63.2,7.551
18110,18110,1.01,3,2,3,61.0,8.554
18111,18111,0.41,4,5,4,61.4,6.915
18112,18112,0.36,4,4,5,61.4,6.965
18113,18113,0.33,3,3,3,61.3,6.361
18115,18115,1.05,4,5,2,60.7,8.751
18116,18116,0.36,2,2,3,60.0,6.342
18117,18117,0.4,2,3,4,62.8,6.777
18118,18118,0.9,3,4,1,61.3,8.176
18119,18119,0.4,4,3,6,61.7,7.225
18120,18120,0.58,2,2,2,59.7,7.122
18121,18121,0.42,4,5,5,61.8,7.149
18122,18122,1.2,2,2,2,63.3,8.54
18123,18123,1.21,1,5,4,61.7,9.094
18124,18124,1.71,3,2,2,62.8,9.42
18125,18125,0.41,4,5,1,61.9,6.775
18126,18126,1.17,4,3,3,62.2,8.752
18127,18127,1.17,4,4,3,61.8,8.978
18128,18128,0.4,4,6,3,62.8,6.797
18129,18129,0.82,4,4,3,61.3,8.503
18130,18130,1.15,3,5,1,62.5,8.373
18131,18131,0.5,3,6,1,62.9,6.905
18132,18132,1.03,4,4,3,62.0,8.84
18133,18133,0.5,2,5,4,63.9,7.38
18134,18134,1.02,3,6,2,62.3,8.681
18135,18135,1.23,3,3,5,59.6,9.102
18136,18136,0.5,3,6,2,62.2,7.411
18138,18138,1.2,1,3,4,63.4,9.041
18139,18139,0.3,4,6,2,62.2,6.564
18140,18140,0.5,2,3,2,62.9,7.088
18141,18141,0.3,2,6,3,62.9,6.413
18142,18142,0.4,4,5,6,61.7,7.483
18143,18143,0.7,3,6,4,61.2,8.139
18144,18144,1.2,3,1,1,59.0,8.351
18145,18145,0.29,2,3,6,62.0,6.409
18146,18146,0.3,2,3,6,63.1,6.921
18147,18147,0.3,4,5,6,61.2,6.797
18148,18148,0.31,4,4,2,62.3,6.561
18149,18149,0.77,4,0,3,61.9,7.737
18150,18150,0.62,4,6,3,61.2,7.716
18151,18151,0.52,3,3,2,62.7,7.13
18152,18152,0.53,4,3,3,60.1,7.382
18153,18153,0.71,3,4,2,59.0,7.835
18154,18154,1.0,1,4,3,63.1,8.598
18155,18155,0.41,2,4,2,63.3,6.876
18156,18156,1.01,3,3,2,63.0,8.417
18157,18157,1.52,3,1,5,61.6,9.308
18158,18158,1.17,3,4,3,60.2,9.019
18159,18159,0.31,1,5,6,60.9,6.586
18161,18161,0.54,4,6,6,61.4,8.052
18162,18162,1.06,3,6,1,59.8,8.408
18163,18163,1.14,3,3,2,62.7,8.599
18165,18165,0.38,4,5,5,61.8,6.978
18166,18166,1.0,1,4,4,64.2,8.762
18167,18167,1.2,4,3,4,61.7,8.66
18168,18168,0.33,3,3,5,61.0,6.872
18169,18169,0.3,4,5,4,62.0,6.512
18170,18170,0.7,4,2,2,60.5,7.843
18171,18171,1.08,2,3,2,60.6,8.498
18172,18172,1.16,2,2,1,59.6,8.402
18173,18173,1.2,3,1,3,61.8,8.648
18174,18174,1.54,0,1,1,64.6,8.952
18175,18175,0.24,2,5,6,63.1,6.184
18176,18176,0.43,3,4,2,62.6,6.675
18178,18178,0.52,4,5,3,60.7,7.363
18179,18179,0.3,2,5,2,63.2,6.515
18180,18180,0.3,4,1,4,62.5,6.159
18181,18181,0.3,2,5,2,63.4,6.515
18182,18182,0.51,4,5,3,60.8,7.253
18183,18183,1.51,4,2,1,62.1,9.072
18184,18184,0.46,3,4,4,60.5,7.22
18185,18185,0.26,2,2,5,63.3,6.397
18186,18186,0.41,4,3,1,61.9,6.501
18187,18187,0.63,2,3,4,63.1,7.676
18188,18188,1.02,2,3,4,62.6,8.748
18189,18189,1.04,4,2,1,61.7,8.403
18190,18190,0.41,3,5,4,60.6,6.984
18191,18191,0.34,4,4,5,61.3,6.743
18193,18193,1.51,2,6,3,62.3,9.555
18194,18194,0.41,4,5,5,61.4,7.079
18195,18195,0.26,2,5,6,59.9,6.392
18196,18196,0.31,4,5,3,61.3,6.771
18197,18197,1.5,2,5,2,62.0,9.366
18198,18198,0.72,4,2,4,61.6,8.05
18199,18199,1.09,3,1,2,62.7,8.206
18201,18201,1.02,4,0,5,62.7,8.146
18202,18202,1.03,4,1,1,59.8,8.169
18203,18203,0.71,3,4,2,61.1,7.748
18204,18204,0.38,3,3,4,60.6,6.725
18206,18206,0.32,2,3,5,62.3,6.593
18207,18207,1.01,1,4,4,63.3,8.854
18208,18208,0.9,2,3,2,63.6,8.202
18209,18209,0.92,2,5,4,61.3,8.558
18210,18210,0.32,4,3,4,61.4,6.42
18211,18211,1.5,1,2,3,63.9,9.008
18212,18212,0.7,4,3,6,61.6,8.233
18213,18213,1.04,4,5,1,62.0,8.495
18214,18214,1.54,4,1,3,60.2,9.17
18215,18215,0.5,2,3,5,61.6,7.487
18216,18216,1.11,4,3,3,62.0,8.937
18217,18217,0.3,4,2,6,61.9,6.778
18219,18219,1.03,4,4,4,61.5,8.975
18220,18220,0.51,1,3,2,63.7,7.138
18221,18221,1.2,3,5,3,63.0,9.12
18222,18222,0.45,1,4,6,63.8,7.345
18223,18223,0.4,4,4,1,62.1,6.518
18224,18224,0.32,4,5,2,61.0,6.326
18225,18225,1.57,3,1,3,62.2,8.956
18226,18226,1.04,4,3,3,61.9,8.826
18227,18227,0.3,4,4,4,62.1,6.512
18228,18228,0.31,3,2,4,62.6,6.548
18229,18229,2.0,4,4,1,62.0,9.782
18230,18230,0.83,4,5,1,62.2,7.962
18231,18231,1.51,3,0,3,59.6,8.93
18232,18232,0.38,3,4,2,62.7,6.551
18233,18233,0.5,4,4,5,61.8,7.733
18234,18234,0.59,4,6,2,61.6,7.515
18235,18235,0.7,1,1,2,64.3,7.669
18236,18236,0.24,4,4,5,62.0,6.519
18237,18237,1.01,4,3,4,61.8,8.779
18238,18238,1.13,3,2,3,60.6,8.68
18239,18239,0.26,4,2,6,62.2,6.301
18240,18240,0.4,4,1,6,61.0,6.744
18241,18241,0.31,3,5,3,61.8,6.771
18242,18242,0.26,3,4,4,59.5,6.114
18243,18243,0.42,2,1,7,60.1,6.844
18244,18244,1.01,4,6,1,61.3,8.5
18245,18245,1.51,3,2,4,62.1,9.285
18246,18246,0.4,4,1,3,62.2,6.503
18247,18247,0.53,4,6,3,62.3,7.527
18248,18248,1.04,3,5,6,62.5,9.263
18250,18250,0.32,3,2,7,61.8,6.887
18252,18252,0.3,0,4,2,63.1,6.207
18253,18253,1.11,3,2,3,62.6,8.662
18256,18256,0.3,4,2,6,62.2,6.5
18257,18257,1.02,3,3,2,60.7,8.488
18258,18258,1.03,2,3,4,60.6,8.778
18259,18259,1.01,3,5,2,61.0,8.657
18260,18260,0.23,2,4,5,60.8,6.157
18261,18261,1.22,4,2,3,61.3,9.059
18262,18262,0.9,3,3,1,61.1,8.103
18263,18263,0.3,2,3,3,63.0,6.265
18264,18264,1.24,4,5,1,59.2,8.602
18265,18265,0.31,4,3,3,62.2,6.332
18267,18267,0.41,4,4,6,62.3,7.166
18268,18268,0.78,0,3,2,64.6,7.766
18269,18269,1.56,2,2,1,59.9,9.026
18270,18270,0.37,4,3,7,61.5,6.962
18272,18272,1.0,3,5,2,61.2,8.525
18273,18273,0.92,4,3,3,62.6,8.39
18274,18274,0.5,4,2,3,61.5,7.394
18275,18275,1.02,2,2,2,63.5,8.453
18276,18276,0.5,1,5,1,63.3,6.982
18277,18277,0.75,4,4,2,61.8,8.113
18278,18278,0.52,4,6,3,60.3,7.425
18279,18279,0.54,4,3,7,61.6,7.767
18280,18280,0.31,2,4,2,63.2,6.497
18281,18281,0.91,2,2,3,63.1,8.257
18282,18282,0.55,3,4,2,60.7,7.255
18283,18283,1.35,3,2,4,62.3,9.053
18284,18284,0.41,2,6,5,61.2,7.218
18285,18285,0.54,2,5,1,60.7,7.255
18286,18286,1.64,4,1,4,62.1,9.4
18287,18287,0.3,4,6,4,60.8,6.786
18288,18288,1.5,4,3,1,60.5,9.263
18289,18289,0.71,1,1,1,61.3,7.561
18290,18290,0.3,2,4,3,63.0,6.261
18291,18291,0.69,3,2,3,60.8,7.53
18292,18292,0.41,4,3,4,61.7,6.868
18293,18293,1.21,2,0,3,61.5,8.559
18294,18294,1.0,2,6,5,61.7,9.222
18295,18295,0.32,4,6,2,62.0,6.628
18296,18296,1.28,2,0,2,63.4,8.511
18297,18297,1.03,4,2,1,62.4,8.062
18298,18298,1.16,4,3,6,61.9,9.188
18299,18299,0.5,4,6,3,62.0,7.395
18300,18300,0.4,3,4,2,62.5,6.851
18301,18301,0.44,2,0,5,63.6,6.726
18302,18302,0.33,2,3,2,61.1,6.198
18303,18303,1.01,1,3,4,63.2,8.766
18304,18304,1.56,4,2,2,60.4,9.273
18305,18305,0.7,4,5,4,61.2,8.294
18307,18307,0.7,1,6,1,63.7,7.769
18308,18308,0.3,4,3,5,61.8,6.5
18309,18309,0.72,4,5,4,62.5,8.15
18310,18310,0.32,4,4,7,61.3,6.834
18311,18311,0.51,2,3,4,61.1,7.419
18312,18312,1.55,2,3,2,59.2,9.279
18313,18313,0.3,4,2,6,61.8,6.5
18314,18314,0.31,4,3,2,61.3,6.094
18315,18315,0.71,3,6,1,61.6,7.748
18316,18316,0.9,1,3,5,62.6,8.408
18317,18317,0.7,2,5,3,63.5,7.969
18318,18318,1.51,3,4,3,62.0,9.543
18319,18319,0.3,4,1,6,61.9,6.564
18320,18320,0.5,2,4,0,63.3,7.08
18321,18321,0.36,3,3,3,62.5,6.628
18322,18322,0.41,4,4,3,60.9,6.76
18323,18323,0.41,2,4,6,62.7,7.078
18324,18324,0.7,2,6,3,62.5,8.024
18325,18325,0.5,4,6,3,62.5,7.52
18326,18326,1.51,2,2,3,62.8,9.233
18327,18327,0.58,2,3,5,62.1,7.535
18328,18328,0.5,3,4,1,62.2,6.998
18329,18329,1.2,3,0,4,62.0,8.456
18330,18330,0.39,2,4,2,60.0,6.557
18331,18331,1.19,3,1,1,62.6,8.411
18332,18332,0.31,4,2,3,62.1,6.192
18333,18333,0.55,3,4,4,61.0,7.47
18334,18334,0.31,4,1,2,60.8,6.078
18335,18335,1.01,1,3,5,63.2,8.873
18336,18336,1.09,4,3,1,62.1,8.431
18338,18338,0.5,3,6,3,62.8,7.52
18339,18339,1.14,4,6,1,61.4,8.639
18340,18340,1.5,2,3,2,63.1,9.224
18341,18341,0.31,4,3,7,62.1,6.792
18342,18342,0.52,4,6,3,61.8,7.508
18343,18343,0.71,3,6,6,58.8,8.282
18344,18344,0.31,3,3,3,59.2,6.548
18345,18345,0.71,4,2,7,61.2,8.054
18346,18346,0.61,4,5,3,61.7,7.708
18347,18347,0.9,3,1,4,62.2,8.183
18348,18348,0.36,4,6,4,62.8,6.926
18350,18350,0.62,4,5,2,61.7,7.628
18351,18351,1.0,2,4,2,61.0,8.666
18353,18353,0.31,4,2,3,62.2,6.443
18354,18354,1.52,2,2,2,62.5,9.225
18356,18356,1.35,4,3,4,62.2,9.234
18357,18357,0.4,2,5,6,62.8,7.195
18358,18358,1.43,4,2,5,61.6,9.223
18359,18359,0.77,2,2,4,61.3,7.925
18362,18362,1.22,3,6,1,61.9,8.849
18363,18363,0.3,1,2,1,63.9,6.159
18364,18364,0.52,2,1,6,63.1,7.363
18365,18365,0.26,4,5,6,62.5,6.488
18366,18366,1.21,4,2,2,61.8,8.814
18367,18367,1.07,3,3,2,60.5,8.507
18368,18368,0.75,2,1,4,63.3,7.777
18369,18369,0.38,2,5,3,60.5,6.764
18370,18370,1.25,3,0,3,62.0,8.569
18371,18371,0.9,1,1,3,63.8,8.085
18372,18372,0.9,2,4,1,62.7,8.18
18373,18373,1.06,3,3,5,59.6,9.006
18374,18374,0.74,4,5,1,59.2,7.824
18375,18375,0.74,4,2,7,60.9,8.232
18376,18376,0.32,4,4,6,61.1,6.718
18377,18377,0.7,1,3,3,62.6,7.901
18378,18378,1.2,2,0,2,61.8,8.534
18379,18379,1.04,4,3,6,62.5,9.002
18380,18380,0.71,2,6,2,62.4,7.968
18381,18381,0.7,3,3,1,61.8,7.629
18382,18382,1.54,3,1,2,60.9,9.019
18383,18383,0.58,2,4,2,59.4,7.274
18384,18384,0.31,4,3,5,62.7,6.561
18385,18385,1.24,2,3,3,61.5,8.944
18386,18386,0.64,2,2,1,64.2,7.164
18387,18387,0.41,4,1,5,61.6,6.967
18388,18388,0.3,2,2,4,63.2,6.46
18389,18389,0.43,4,4,2,62.5,6.882
18391,18391,0.3,3,4,3,60.7,6.405
18392,18392,1.59,4,1,4,61.2,9.316
18393,18393,0.63,4,5,3,60.8,7.829
18394,18394,0.31,3,4,3,61.6,6.687
18395,18395,0.41,3,5,4,62.2,7.05
18396,18396,1.14,4,4,0,61.7,8.231
18397,18397,0.7,2,4,3,62.4,7.783
18398,18398,1.11,4,3,3,61.6,9.036
18399,18399,0.55,4,4,4,62.3,7.47
18400,18400,1.02,3,2,2,61.1,8.534
18401,18401,0.39,3,5,3,62.5,6.79
18402,18402,0.35,3,5,1,61.0,6.446
18403,18403,1.55,2,1,2,62.0,9.065
18404,18404,0.56,3,2,5,59.8,7.503
18405,18405,1.08,4,5,1,61.7,8.533
18406,18406,0.31,4,3,3,62.2,6.299
18407,18407,0.4,3,4,5,62.2,7.059
18408,18408,0.41,2,3,2,63.4,6.758
18409,18409,1.38,4,0,1,62.6,8.694
18410,18410,1.5,3,5,3,60.7,9.574
18411,18411,0.41,4,2,4,61.8,6.869
18412,18412,0.36,4,3,1,61.8,6.337
18414,18414,0.58,3,2,1,59.0,6.972
18415,18415,0.43,4,5,2,61.2,6.688
18416,18416,0.3,4,4,3,60.7,6.405
18417,18417,1.51,3,3,2,59.6,9.317
18418,18418,1.68,1,5,0,64.3,8.66
18419,18419,0.73,4,4,1,62.2,7.764
18421,18421,0.71,3,2,1,60.5,7.707
18422,18422,1.61,2,5,2,62.3,9.476
18423,18423,0.4,3,3,2,62.7,6.802
18424,18424,0.35,4,2,6,61.7,6.682
18425,18425,0.41,1,5,2,63.6,6.558
18426,18426,0.52,3,3,3,61.0,7.363
18427,18427,0.77,1,3,2,63.7,7.772
18428,18428,1.24,3,2,2,60.1,8.735
18429,18429,1.28,3,6,1,61.2,8.844
18430,18430,1.22,3,5,1,61.5,8.719
18431,18431,0.7,2,4,2,59.2,7.805
18432,18432,1.51,4,5,2,62.2,9.492
18433,18433,1.24,3,4,3,62.2,9.15
18434,18434,1.53,3,6,1,60.7,9.313
18435,18435,0.33,3,1,2,61.4,6.349
18436,18436,0.38,4,5,4,62.1,6.934
18437,18437,0.3,4,3,3,61.7,6.265
18438,18438,0.52,3,4,4,61.7,7.535
18439,18439,0.72,2,1,5,62.5,7.836
18440,18440,0.32,4,3,1,61.6,6.109
18442,18442,0.23,2,6,5,61.3,6.273
18443,18443,0.76,4,6,3,60.2,8.1
18444,18444,0.51,4,6,2,61.0,7.266
18445,18445,0.41,3,3,2,62.6,6.578
18446,18446,0.33,3,3,6,61.2,7.016
18447,18447,0.65,4,3,7,60.1,8.171
18448,18448,0.52,2,4,2,62.3,7.112
18449,18449,1.0,3,6,3,61.2,8.749
18450,18450,0.51,3,3,4,62.0,7.485
18451,18451,0.9,3,0,2,61.8,7.963
18452,18452,0.38,4,2,2,61.2,6.457
18453,18453,0.9,2,0,1,63.3,7.997
18454,18454,0.3,4,4,5,61.8,6.542
18455,18455,1.01,3,5,1,62.6,8.466
18456,18456,1.5,3,1,1,62.2,8.891
18457,18457,1.11,4,3,2,62.6,8.599
18458,18458,1.04,4,3,7,62.1,9.096
18460,18460,0.9,3,5,3,63.0,8.439
18461,18461,0.31,3,3,3,61.5,6.548
18462,18462,0.33,2,2,3,62.0,6.256
18463,18463,1.07,4,4,1,62.0,8.451
18464,18464,0.33,4,3,5,62.7,6.623
18465,18465,0.4,3,5,2,62.2,6.782
18466,18466,0.53,4,3,4,61.9,7.503
18467,18467,0.92,2,5,2,63.0,8.356
18468,18468,0.25,2,5,5,61.9,6.354
18469,18469,1.01,3,3,1,60.6,8.289
18470,18470,0.86,2,0,1,63.2,7.576
18471,18471,0.56,4,6,3,62.1,7.582
18472,18472,0.84,4,3,1,62.3,7.965
18473,18473,0.41,3,5,2,62.3,6.965
18474,18474,1.75,2,0,4,61.5,9.276
18475,18475,0.31,4,3,3,62.2,6.332
18476,18476,0.6,4,3,4,61.1,7.672
18477,18477,0.82,2,0,1,62.0,7.685
18478,18478,0.31,4,4,3,60.5,6.382
18479,18479,0.76,1,1,2,64.1,7.609
18480,18480,1.16,4,3,3,62.5,8.916
18481,18481,1.05,4,1,1,61.8,8.46
18482,18482,1.03,4,2,1,60.5,8.214
18483,18483,1.53,2,0,4,62.8,8.994
18484,18484,0.32,1,2,2,63.7,6.133
18485,18485,0.31,2,5,2,63.4,6.548
18486,18486,1.09,4,2,2,61.9,8.473
18487,18487,1.51,4,1,2,62.7,9.011
18488,18488,1.7,4,1,3,61.1,9.274
18489,18489,1.0,4,6,2,60.6,8.661
18490,18490,0.3,3,3,7,60.2,6.863
18491,18491,0.81,4,1,4,61.8,8.138
18492,18492,1.12,4,6,0,60.6,8.346
18493,18493,0.78,4,2,2,61.1,7.869
18494,18494,1.06,3,5,1,60.0,8.291
18495,18495,0.7,4,5,4,62.6,8.061
18496,18496,1.1,2,3,3,61.9,8.91
18497,18497,0.45,4,3,6,61.7,7.168
18498,18498,1.01,1,4,1,63.7,8.268
18499,18499,0.34,2,6,2,59.8,6.439
18500,18500,0.3,2,2,4,63.0,6.265
18501,18501,1.01,3,3,4,60.3,8.823
18502,18502,1.23,4,1,2,61.1,8.73
18503,18503,1.24,4,1,2,60.6,8.761
18504,18504,0.44,3,5,3,60.4,6.978
18505,18505,1.51,4,2,2,61.3,9.212
18506,18506,0.32,4,4,6,62.6,6.817
18507,18507,0.59,2,1,3,60.3,7.276
18508,18508,0.71,4,3,2,62.3,7.748
18509,18509,1.32,4,4,2,61.6,8.865
18510,18510,0.5,4,3,6,62.7,7.584
18511,18511,0.33,3,3,3,62.1,6.611
18512,18512,1.0,3,5,2,62.7,8.523
18513,18513,0.39,3,4,6,62.7,7.162
18514,18514,0.74,4,5,3,62.6,8.018
18516,18516,0.32,3,3,4,62.8,6.719
18517,18517,0.75,4,3,3,60.6,7.986
18518,18518,0.31,3,2,6,62.6,6.561
18519,18519,0.56,2,4,2,60.0,7.426
18520,18520,0.53,4,1,2,61.5,6.945
18521,18521,1.2,4,2,3,62.0,8.805
18523,18523,0.32,2,6,6,61.9,6.891
18525,18525,1.18,2,2,2,60.1,8.614
18526,18526,0.3,4,3,2,60.6,6.068
18527,18527,0.3,3,3,2,60.1,6.353
18528,18528,0.7,2,5,2,62.9,7.777
18529,18529,0.72,3,1,2,61.5,7.724
18530,18530,0.4,4,3,2,62.0,6.54
18531,18531,0.3,4,0,7,61.5,6.192
18532,18532,0.81,2,3,2,60.7,7.913
18533,18533,1.51,1,4,1,63.7,8.883
18534,18534,0.35,4,1,5,61.5,6.394
18535,18535,1.01,3,3,1,63.0,8.275
18536,18536,0.51,4,4,2,61.5,7.365
18537,18537,0.7,2,5,5,60.7,8.1
18538,18538,0.53,4,0,3,62.6,6.945
18540,18540,0.31,4,4,7,61.1,6.818
18541,18541,1.7,2,6,1,60.8,9.344
18542,18542,0.24,2,4,5,62.8,6.314
18543,18543,0.41,4,5,6,61.4,7.154
18544,18544,0.37,3,6,4,60.2,6.937
18545,18545,0.31,4,6,2,62.7,6.596
18546,18546,1.2,4,3,3,62.8,8.888
18547,18547,0.91,4,6,2,62.1,8.619
18548,18548,0.66,2,5,1,61.3,7.478
18549,18549,0.31,4,6,2,61.1,6.596
18550,18550,0.74,4,4,5,61.4,8.254
18551,18551,0.3,3,5,3,59.1,6.738
18552,18552,0.4,1,5,2,63.5,6.532
18553,18553,0.3,4,3,6,61.3,6.921
18554,18554,0.32,4,2,3,62.5,6.474
18555,18555,0.3,1,3,4,63.3,6.405
18556,18556,0.51,4,2,2,62.1,7.194
18557,18557,1.0,4,2,1,61.5,8.403
18558,18558,0.33,4,6,2,60.9,6.601
18559,18559,0.5,2,5,2,63.5,7.225
18560,18560,0.51,4,3,5,61.3,7.536
18561,18561,0.51,4,6,3,61.9,7.376
18562,18562,1.03,3,6,1,61.3,8.469
18563,18563,0.48,4,1,2,62.5,6.735
18564,18564,0.7,1,2,4,63.9,7.769
18565,18565,0.75,2,4,2,63.4,7.914
18566,18566,0.3,3,2,7,60.4,6.921
18567,18567,0.7,3,3,6,61.2,8.041
18568,18568,0.32,4,5,3,62.3,6.802
18570,18570,0.3,4,4,6,61.9,6.702
18571,18571,0.38,2,3,2,62.0,6.627
18572,18572,0.48,1,4,4,61.5,7.145
18573,18573,1.24,3,2,3,61.7,8.848
18574,18574,1.05,4,4,2,61.8,8.461
18576,18576,0.83,4,4,1,59.5,7.777
18577,18577,0.4,2,5,2,63.5,6.782
18578,18578,0.5,2,5,3,61.1,7.393
18579,18579,0.52,4,1,4,62.7,7.45
18580,18580,0.53,4,4,3,61.8,7.469
18581,18581,0.28,2,5,4,59.0,6.114
18583,18583,0.43,2,0,5,63.6,6.652
18584,18584,1.06,2,5,2,63.7,8.602
18586,18586,0.51,4,6,1,59.8,7.142
18589,18589,0.33,4,3,6,62.2,7.016
18590,18590,0.35,3,2,5,61.9,6.56
18591,18591,0.31,4,5,2,61.6,6.246
18593,18593,1.51,3,4,3,61.9,9.57
18594,18594,0.3,4,1,5,62.5,6.277
18595,18595,0.9,2,4,1,61.4,8.235
18596,18596,1.57,4,1,2,62.4,9.155
18597,18597,0.72,2,1,6,62.8,7.849
18598,18598,1.07,2,3,5,62.8,8.984
18599,18599,0.36,4,6,4,60.8,6.998
18600,18600,0.59,4,0,3,60.8,7.209
18601,18601,0.25,4,3,7,61.7,6.436
18602,18602,1.06,4,2,1,62.8,8.401
18604,18604,1.12,3,5,0,61.0,8.279
18605,18605,0.24,4,4,7,60.7,6.519
18606,18606,1.02,3,2,1,62.4,8.294
18607,18607,0.91,2,5,5,61.1,8.872
18608,18608,0.57,4,5,3,61.5,7.82
18609,18609,1.01,3,5,3,62.2,8.831
18610,18610,1.59,3,4,3,60.2,9.655
18611,18611,1.51,3,0,3,62.8,8.93
18612,18612,0.41,4,4,2,62.6,6.567
18613,18613,1.02,3,6,2,62.3,8.699
18614,18614,0.31,4,4,2,62.0,6.443
18615,18615,0.38,4,4,2,61.1,6.492
18616,18616,1.06,2,3,1,61.0,8.47
18617,18617,0.45,4,3,1,61.9,6.564
18618,18618,0.77,1,5,1,64.1,7.603
18619,18619,1.56,4,2,2,62.4,9.281
18620,18620,0.36,4,5,3,61.1,6.762
18622,18622,1.01,2,3,3,63.1,8.689
18623,18623,0.3,4,2,4,62.9,6.515
18624,18624,1.14,3,1,3,62.8,8.519
18625,18625,0.62,4,4,1,62.0,7.277
18626,18626,0.53,4,2,6,61.3,7.485
18627,18627,0.28,2,2,6,62.9,6.263
18628,18628,1.09,3,2,3,59.7,8.644
18629,18629,0.5,4,2,4,61.9,7.223
18630,18630,0.4,2,6,4,63.2,6.87
18631,18631,0.63,4,6,2,62.8,7.621
18632,18632,0.83,3,3,2,61.6,7.998
18633,18633,0.6,4,3,4,62.5,7.672
18634,18634,1.59,4,1,2,62.4,9.221
18635,18635,1.0,1,1,3,62.6,8.314
18636,18636,0.56,3,2,4,59.8,7.41
18637,18637,0.41,1,5,2,63.5,6.483
18638,18638,0.9,2,5,2,63.5,8.163
18639,18639,0.29,2,5,4,61.8,6.223
18640,18640,0.92,2,4,1,62.9,8.233
18642,18642,0.55,4,5,4,61.5,7.527
18643,18643,0.31,3,2,7,60.5,6.953
18644,18644,1.51,3,2,1,62.5,8.97
18645,18645,0.72,1,6,1,64.1,7.72
18646,18646,1.02,3,2,3,61.0,8.642
18647,18647,0.49,3,3,3,59.8,7.123
18648,18648,0.9,2,3,5,63.0,8.426
18649,18649,1.01,2,3,3,62.4,8.703
18651,18651,0.7,2,6,4,62.8,8.085
